82;275;2,3 DIMETHYL BUTANE;86.178;144.6;331.2;499.9;3130.9425;358;0.27;0.247;0.662;293;0;444.19;228.86;-177863.14;-4102.28;27292.72;275
83;367;2,3,3 TRIMETHYLPENTANE;114.232;172.5;387.9;573.5;2816.835;455;0.269;0.29;0.726;293;0;0;0;-216541.78;18920.72;32357.78;367
84;397;2,3,3,4-TETRAMETHYLPENTANE;128.259;0;414.7;607.6;2715.51;0;0;0.299;0;0;0;0;0;-236341.56;34115.9;34953.1;397
85;307;2,3,3-TRIMETHYL-1-BUTENE;98.189;163.3;351;533;2897.895;400;0.26;0.192;0.705;293;0;0;0;-86524.62;0;28883.4;307
86;368;2,3,4 TRIMETHYLPENTANE;114.232;163.9;386.6;56.3;2725.6425;461;0.267;0.317;0.719;293;0;0;0;-217546.42;18920.72;32747.078;368
87;261;2,3-DIMETHYL-1-BUTENE;84.162;115.9;328.8;501;3242.4;343;0.27;0.221;0.678;293;0;0;0;-55757.52;79073.54;27418.3;261
88;262;2,3-DIMETHYL-2-BUTENE;84.162;198.9;346.4;524;3363.99;351;0.27;0.239;0.708;293;0;0;0;-59231.9;75892.18;29649.438;262
89;359;2,3-DIMETHYLHEXANE;114.232;0;388.8;563.4;2624.3175;468;0.262;0.346;0.712;293;0;0;0;-214030.18;17706.78;33220.096;359
90;312;2,3-DIMETHYLPENTANE;100.205;0;362.9;537.3;2908.0275;393;0.256;0.299;0.695;293;0;0;0;-199337.32;669.76;30402.918;312
91;292;2,3-DIMETHYLPYRIDINE;107.156;0;434;655.4;0;0;0;0;0.942;298;2.2;0;0;68273.66;0;0;292
92;330;2,3-XYLENOL;122.167;348;490.1;722.8;0;0;0;0;0;0;0;0;0;-157309.88;0;47301.8;330
93;360;2,4-DIMETHYLHEXANE;114.232;0;382.6;553.5;2553.39;472;0.262;0.343;0.7;293;0;0;0;-219513.84;11720.8;32608.94;360
94;313;2,4-DIMETHYLPENTANE;100.205;154;353.7;519.7;2735.775;418;0.265;0.306;0.673;293;0;0;0;-202100.08;3097.64;29511.3;313
95;331;2,4-XYLENOL;122.167;298;484;707.6;0;0;0;0;0;0;2;0;0;-162751.68;0;47134.36;331
96;361;2,5-DIMETHYLHEXANE;114.232;181.9;382.3;550;2482.4625;42;0.262;0.352;0.693;293;0;0;0;-222737.06;10465;32650.8;361
97;293;2,5-DIMETHYLPYRIDINE;107.156;0;430.2;644.2;0;0;0;0;0.938;273;2.2;0;0;66431.82;0;0;293
98;332;2,5-XYLENOL;122.167;348;484.3;723;0;0;0;0;0;0;1.5;0;0;-161495.88;0;46883.2;332
99;333;2,6-XYLENOL;122.167;322;474.1;701;0;0;0;0;0;0;0;0;0;-161914.48;0;44371.6;333
100;183;2-BUTANOL;74.123;183.9;390.9;562.9;4417.77;274;0.259;0.59;0.81;293;1.8;984.54;341.12;-274810.9;-150863.44;43115.8;184
101;150;2-BUTYNE;54.092;147.4;281.2;463.7;4711.6125;220;0.27;0.05;0.65;289;0.8;0;0;165263.28;202183.8;24990.42;151
102;176;2-CHLOROBUTANE;92.569;150.1;351.6;542;3688.23;312;0.255;0.218;0.886;293;2;783.72;260.03;-147347.2;-38804.22;30013.62;177
103;373;2-ETHYLHEXANOL;130.231;203.2;457.8;613;2756.04;494;0.267;0;0.833;293;1.8;1798;351.17;-365479.66;0;47301.8;373
104;224;2-METHYL BUTANE;72.151;113.3;301;460.4;3384.255;306;0.271;0.227;0.62;293;0.1;367.32;191.58;-154547.12;-14818.44;24697.4;224
105;272;2-METHYL PENTANE;86.178;119.5;333.4;497.5;3009.3525;367;0.267;0.279;0.653;293;0;384.13;208.27;-174388.76;-5023.2;27795.04;272
106;201;2-METHYL-1,3-BUTADIENE;68.119;127.2;307.2;484;3850.35;276;0.264;0.164;0.681;293;0.3;328.49;182.48;75766.6;145923.96;26078.78;201
107;227;2-METHYL-1-BUTANOL;88.15;203;409.1;571;3850.35;322;0.26;0.7;0.819;293;0;1259.4;349.85;-302647.8;-165681.88;45208.8;227
108;209;2-METHYL-1-BUTENE;70.135;135.6;304.3;465;3445.05;294;0.262;0.232;0.65;293;0.5;369.27;193.39;-36334.48;65636.48;25509.484;209
109;210;2-METHYL-2-BUTENE;70.135;139.4;311.7;470;3445.05;318;0.28;0.285;0.662;293;0;322.47;180.43;-42571.62;59692.36;26317.382;210
110;256;2-METHYL-2-PENTENE;84.162;138.1;340.5;518;3282.93;351;0.27;0.229;0.691;289;0;0;0;-59776.08;71245.72;29008.98;256
111;369;2-METHYL-3-ETHYLPENTANE;114.232;158.2;388.8;567;2705.3775;443;0.254;0.33;0.719;293;0;0;0;-211309.28;21264.88;32981.494;369
112;355;2-METHYLHEPTANE;114.232;164;390.8;559.6;2482.4625;488;0.26;0.378;0.702;289;0;643.61;259.51;-215579;12767.3;33822.88;355
113;309;2-METHYLHEXANE;100.205;154.9;363.2;530.3;2735.775;421;0.261;0.33;0.679;293;0;417.46;225.13;-195025.74;3223.22;30683.38;309
114;424;2-METHYLNAPHTHALENE;142.201;307.7;514.2;761;3505.845;462;0.26;0.382;0.99;313;0.4;695.42;351.79;116161.5;216248.76;46046;424
115;502;2-Methylpropane;58.124;113.6;261.3;408.1;3647.7;263;0.283;0.176;0.557;293;0.1;302.51;170.2;-134579.9;-20888.14;21306.74;502
116;508;2-Methylpropene;56.108;132.8;266.3;417.9;4002.3375;239;0.275;0.19;0.594;293;0.5;0;0;-16911.44;58101.68;22127.196;508
117;372;2-OCTANOL;130.231;241.2;452.9;637;2735.775;494;0.26;0.52;0.821;293;1.6;0;0;0;0;44371.6;372
118;419;3,3,5-TRIMETHYLHEPTANE;142.286;0;428.8;609.6;2320.3425;0;0;0.388;0;0;0;0;0;-258694.8;33571.72;36669.36;419
119;393;3,3-DIETHYLPENTANE;128.259;0;419.3;610;2674.98;0;0;0.338;0.752;293;0;0;0;-232071.84;35078.68;35999.6;393
120;263;3,3-DIMETHYL-1-BUTENE;84.162;158;314.4;490;3252.5325;340;0.27;0.121;0.653;293;0;0;0;-43157.66;98203.56;25660.18;263
121;362;3,3-DIMETHYLHEXANE;114.232;147;385.1;562;2654.715;443;0.252;0.321;0.71;293;0;446.2;244.67;-220225.46;13269.62;32483.36;362
122;314;3,3-DIMETHYLPENTANE;100.205;138.7;359.2;536.3;2948.5575;414;0.274;0.27;0.693;293;0;0;0;-201639.62;2637.18;29661.996;314
123;363;3,4 DIMETHYLHEXANE;114.232;0;390.9;568.8;2695.245;466;0.265;0.338;0.719;293;0;0;0;213109.26;17330.04;33291.258;363
124;294;3,4-DIMETHYLPYRIDINE;107.156;0;452.3;683.8;0;0;0;0;0.954;298;1.9;0;0;70031.78;0;0;294
125;334;3,4-XYLENOL;122.167;328;500;729.8;0;0;0;0;0;0;1.7;0;0;-156472.68;0;49813.4;334
126;295;3,5-DIMETHYLPYRIDINE;107.156;0;445.1;667.2;0;0;0;0;0.939;298;2.6;0;0;72794.54;0;0;295
127;335;3,5-XYLENOL;122.167;337;494.8;715.6;0;0;0;0;0;0;1.8;0;0;-161454.02;0;49394.8;335
128;364;3-ETHYLHEXANE;114.232;0;391.7;565.4;2604.0525;455;0.252;0.361;0.718;289;0;437.6;238.33;-210974.4;16534.7;33626.138;364
129;315;3-ETHYLPENTANE;100.205;154.6;366.6;540.6;2887.7625;416;0.267;0.31;0.698;0.3;0;0;0;-189751.38;11009.18;30972.214;315
130;273;3-METHYL PENTANE;86.178;155;336.4;504.4;3120.81;367;0.273;0.275;0.664;293;0;372.11;207.55;-171709.72;-2134.86;28088.06;273
131;202;3-METHYL-1,2-BUTADIENE;68.119;159.5;314;496;4113.795;267;0.266;0.16;0.686;293;0;0;0;129766;198709.42;27250.86;202
132;228;3-METHYL-1-BUTANOL;88.15;156;404.4;579.5;3850.35;329;0.26;0.58;0.81;293;1.8;1148.8;349.51;-302229.2;0;44120.44;228
133;211;3-METHYL-1-BUTENE;70.135;104.7;293.3;450;3515.9775;300;0.282;0.209;0.627;293;0;0;0;-28967.12;74803.82;24111.36;211
134;229;3-METHYL-2-BUTANOL;88.15;264.4;375.2;545;3951.675;319;0.28;0.5;0.809;293;1.9;1502;336.75;-329856.8;-165347;40604.2;229
135;370;3-METHYL-3-ETHYLPENTANE;114.232;182.3;391.4;576.6;2806.7025;455;0.267;0.304;0.727;293;0;0;0;-215076.68;19925.36;32809.868;370
136;257;3-METHYL-CIS-2-PENTENE;84.162;138.3;340.9;518;3282.93;351;0.27;0.269;0.694;293;0;0;0;-57766.8;73255;28841.54;257
137;356;3-METHYLHEPTANE;114.232;152.7;392.1;563.6;2543.2575;464;0.252;0.369;0.706;293;0;0;0;-212732.52;13730.08;33906.6;356
138;310;3-METHYLHEXANE;100.205;100;365;535.2;2816.835;404;0.256;0.324;0.687;293;0;0;0;-192388.56;4604.6;30808.96;310
139;258;3-METHYL-TRANS-2-PENTENE;84.162;134.7;343.6;521;3293.0625;350;0.27;0.207;0.698;293;0;0;0;-58687.72;71329.44;29302;258
140;245;4- METHYL PYRIDINE;93.129;276.9;418.5;646;4458.3;311;0.26;0.27;0.955;293;0;500.97;285.5;102263.98;0;37464.7;245
141;259;4-METHYL-CIS-2-PENTENE;84.162;139;329.6;490;3039.75;360;0.27;0.29;0.669;293;0;0;0;-50357.58;82171.18;27585.74;259
142;357;4-METHYLHEPTANE;114.232;152.2;390.9;561.7;2543.2575;476;0.259;0.369;0.705;293;0;0;0;-211891.134;16744;33906.6;357
143;260;4-METHYL-TRANS-2-PENTENE;84.162;132;331.7;493;3039.75;360;0.27;0.29;0.669;293;0;0;0;-54376.14;79659.58;27962.48;260
144;92;ACETALDEHYDE;44.054;150.2;293.6;461;5572.875;154;0.22;0.303;0.778;293;2.5;368.7;192.82;-166435.36;-133365.96;25743.9;92
145;94;ACETIC ACID;60.052;289.8;391.1;594.4;5785.6575;171;0.2;0.454;1.049;293;1.3;600.94;306.21;-435050.98;-376865.58;23692.76;94
146;154;ACETIC ANHYDRIDE;86.091;173;346;525;4356.975;265;0.26;0.34;0.932;293;1.7;457.89;235.35;-316043;0;0;155
147;121;ACETONE;112.987;172.7;369.5;577;4458.3;226;0.21;0.24;1.15;293;1.9;514.36;281.03;-165765.6;-83133.96;31395;122
148;86;ACETONITRILE;41.053;229.3;354.8;548;4833.2025;173;0.184;0.321;0.782;293;3.5;334.91;210.05;87906;105654.64;31395;86
149;82;ACETYL CHLORIDE;78.498;160.2;323.9;508;5876.85;204;0.28;0.344;1.104;293;2.4;0;0;-244043.8;-206327.94;28674.1;82
150;77;ACETYLENE;26.038;192.4;189.2;308.3;6140.295;113;0.271;0.184;0.615;189;0;0;0;226839.34;209300;16953.3;77
151;112;ACROLEIN;40.065;170.5;250;402.4;5623.5375;164;0.276;0.218;0.706;223;0.7;0;0;185523.52;194523.42;22143.94;113
152;113;ACRYLIC ACID;56.064;186;326;506;5167.575;0;0;0.33;0.839;293;2.9;388.17;217.14;-70910.84;-65176.02;28339.22;114
153;109;ACRYLONITRILE;60.099;284;390.4;593;6282.15;206;0.26;0.51;0.896;293;1.9;839.76;316.41;0;0;41860;110
154;122;ALLYL ALCOHOL;58.08;178.2;329.4;508.1;4701.48;209;0.232;0.309;0.79;293;2.9;367.25;209.68;-217672;-153123.88;29134.56;123
155;115;ALLYL CHLORIDE;72.064;215.5;319.6;475;5775.525;210;0.31;0.55;0.963;293;0;428.4;224.83;0;0;32148.48;116
156;147;ALLYL CYANIDE;84.136;234.9;357.3;579.4;5694.465;219;0.259;0.2;1.071;289;0.5;498.6;264.9;115784.76;126835.8;31478.72;148
157;376;ALPHA-METHYL STYRENE;118.179;0;438.5;654;3404.52;397;0.25;0;0.911;293;0;354.34;270.8;0;0;38301.9;376
158;22;AMMONIA;17.031;195.4;239.7;405.6;11277.4725;72.5;0.242;0.25;0.639;273.2;1.5;349.04;169.63;-45711.12;-16157.96;23357.88;22
159;244;ANILINE;93.129;267;457.5;699;5309.43;270;0.247;0.382;1.022;293;1.6;1074.6;337.21;86901.36;166770.24;41860;244
160;441;ANTHRACENE;178.234;489.7;614.4;883;0;0;0;0;0;0;0;-4;3.84;-33488;2148590.08;0;441
161;1;ARGON;39.948;83.8;87.3;150.8;4873.7325;74.9;0.291;-0.004;1.373;90;0;107.57;58.76;0;0;6530.16;1
162;284;BENZALDEHYDE;106.124;216;452;695;4660.95;0;0;0.32;1.045;293;2.8;686.84;314.66;-36794.94;22395.1;42697.2;284
163;242;BENZENE;78.114;278.7;353.3;562.1;4893.9975;259;0.271;0.212;0.885;289;0;545.64;265.34;82966.52;129724.14;30775.472;242
164;285;BENZOIC ACID;122.124;395.6;523;752;4559.625;341;0.25;0.62;1.075;403;1.7;2617.6;407.88;-290340.96;-210513.94;50650.6;285
165;283;BENZONITRILE;103.124;260;464;699.4;4215.12;0;0;0.36;1.01;288;3.5;0;0;218927.8;260997.1;0;283
166;288;BENZYL ALCOHOL;108.14;257.8;478.6;677;4660.95;334;0.28;0.71;1.041;298;1.7;1088;367.21;-94059.42;0;50525.02;288
167;2;BORON TRICHLORIDE;117.169;165.9;285.7;452;3870.615;0;0;0.15;1.35;284;0;0;0;0;0;0;2
168;3;BORON TRIFLUORIDE;67.805;146.5;173.3;260.8;4985.19;0;0;0.42;0;0;0;0;0;0;0;25702.04;3
169;4;BROMINE;159.808;266;331.9;584;10335.15;127;0.27;0.132;3.119;293;0.2;387.82;292.79;0;0;30181.06;4
170;238;BROMOBENZENE;157.01;242.3;429.3;670;4519.095;324;0.263;0.249;1.495;293;1.5;508.18;302.42;105068.6;138598.46;0;238
171;425;BUTYL BENZOATE;178.232;251;523;723;2634.45;561;0.25;0.58;1.006;293;0;882.36;350.34;0;0;48976.2;425
172;374;BUTYL ETHER;130.231;175.3;415.6;580;2533.125;500;0.26;0.5;0.768;293;1.2;473.5;266.56;-334042.8;-88575.76;37255.4;374
173;157;BUTYRONITRILE;118.09;456;508;0;0;0;0;0;0;0;2.2;0;0;0;0;0;158
174;347;C,C,T-1,2,4-TRIMETHYLCYCLOPENTANE;112.216;0;391;579;28776.3;0;0;0.277;0;0;0;0;0;0;0;33069.4;347
175;348;C,T,C-1,2,4-TRIMETHYLCYCLOPENTANE;112.216;0;382.4;571;2806.7025;0;0;0.246;0;0;0;0;0;0;0;33069.4;348
176;412;CAPRYLONITRILE;153.269;255.3;516;622;3252.5325;0;0;0;0.82;293;0;0;0;0;0;0;412
177;46;CARBON DIOXIDE;44.01;216.6;194.7;304.2;7376.46;94;0.274;0.225;0.777;293;0;578.08;185.24;-393609.58;-394572.36;17162.6;46
178;47;CARBON DISULFIDE;76.131;161.3;319.4;552;7903.35;170;0.293;0.115;1.293;273;0;274.08;200.22;117124.28;66934.14;26748.54;47
179;44;CARBON MONOXIDE;28.018;68.1;81.7;132.9;3495.7125;93.1;0.295;0.049;0.803;81;0.1;94.06;48.9;-110594.12;-137342.66;6044.584;44
180;42;CARBON TETRACHLORIDE;153.823;250;349.7;556.4;4559.625;276;0.272;0.194;1.584;298;0;2540.15;290.84;-16744;-58269.12;30013.62;42
